id,screen_name,user_key,name,description,clean_description,created_at,followers_count,friends_count,favourites_count,listed_count,media_count,statuses_count,status_count,fast_followers_count,normal_followers_count,user_age,follower_growth_rate,friends_growth_rate,default_profile,default_profile_image,verified,has_custom_timelines,is_translator,possibly_sensitive,want_retweets,hashtag_in_description,numbers_in_description,translator_type,no_type_tweet,no_type_retweet_with_comment,no_type_reply,mean_no_media_per_tweet,mean_no_words,no_languages,mean_no_hashtags,mean_favourites_per_tweet,time_between_tweets,tweet_frequency,min_tweets_per_hour,min_tweets_per_day,max_tweets_per_hour,max_tweets_per_day,max_occurence_of_same_gap,unique_mention_rate_per_tweet,mean_user_mentions_per_tweet,retweet_as_tweet_rate,no_retweet_tweets,mean_retweets_per_tweet,description_length,followers_friend_ratio,num_digits_in_name,num_digits_in_username,url_in_description,label_raw,label_binary,has_profile,has_raw_tweets,has_description,has_behavior_temporal,has_graph
1.24229e+18,Raha_B_E_1,raha_b_e_1,👑رها همواره رها 🦁💥🔞,"نباید میدان را خالی گذاشت.توییتهایی که جای دیگر نمی بینی 
https://t.co/LtAac1vnAY
پاینده ایران
جاویدشاه","نباید میدان را خالی گذاشت.توییتهایی که جای دیگر نمی بینی 
 
 پاینده ایران
 جاویدشاه",2020-03-24T03:11:18+00:00,8839.0,8748.0,108765.0,10.0,11643.0,103331.0,103331.0,0.0,8839.0,1838.0,4.809032,4.759521,1.0,False,0.0,True,False,False,False,0.0,1.0,none,332.0,4.0,12.0,1.008264,20.71625,3.0,1.922865,158.3113,289224.4,56.21926,0.0,0.0,4.0,7.0,16.0,0.033058,0.198347,310.189759,102983.0,45.47658,103,1.0104023776863282,0,1,1,bot(1),1,1,1,1,1,1
1.55951e+18,JBehieh,jbehieh,jailani behieh,,,2022-08-16T11:52:00+00:00,8347.0,4613.0,50926.0,18.0,26656.0,53624.0,53624.0,0.0,8347.0,963.0,8.667705,4.790239,1.0,False,0.0,False,False,False,False,0.0,0.0,none,17.0,0.0,0.0,1.0,23.61111,1.0,0.833333,59.38889,431007.8,55.68432,0.0,0.0,2.0,3.0,2.0,0.0,0.0,3153.352941,53607.0,10.22222,0,1.8094515499674833,0,0,0,human(2),0,1,1,0,1,1
1.04423e+18,rezak121212,rezak121212,رضا کیوان,"#بازگشت_از_کژراهه۵۷  #بازگشت_به_مشروطه  #تشکیلات_بزرگ_ملی    #رستاخیز_مشروطه_ایران #پاینده_ایران 
#جاویدشاه","بازگشت_از_کژراهه۵۷ بازگشت_به_مشروطه تشکیلات_بزرگ_ملی رستاخیز_مشروطه_ایران پاینده_ایران 
 جاویدشاه",2018-09-24T14:35:09+00:00,11387.0,2438.0,155179.0,16.0,5971.0,121444.0,121444.0,0.0,11387.0,2385.0,4.774423,1.022222,1.0,False,0.0,True,False,False,False,1.0,1.0,none,110.0,26.0,9.0,0.5,39.4321,1.0,1.901235,86.11728,676906.3,50.91992,0.0,0.0,8.0,10.0,19.0,0.037037,0.037037,1102.718182,121299.0,28.54321,107,4.6706316652994255,0,6,0,human(2),0,1,1,1,1,1
1.39911e+18,Adlin_SheHulk,adlin_shehulk,Adlin 𓃭 ♛ ✺,ای شعر!رویای مرمت انسان، تو را می نویسم و در آستین تمام دنیا دنبال دستی میگردم که گلوله را به پرچمی سفید تبدیل کند.شعبده ای چنین را دوست دارم,ای شعر!رویای مرمت انسان، تو را می نویسم و در آستین تمام دنیا دنبال دستی میگردم که گلوله را به پرچمی سفید تبدیل کند.شعبده ای چنین را دوست دارم,2021-05-30T21:22:05+00:00,8321.0,1093.0,162424.0,19.0,8328.0,71542.0,71542.0,0.0,8321.0,1406.0,5.918208,0.777383,1.0,False,0.0,True,False,False,False,0.0,0.0,none,23.0,21.0,32.0,0.684783,26.19565,5.0,2.130435,244.5652,742427.6,50.88336,0.0,0.0,6.0,12.0,17.0,0.380435,0.782609,3107.217391,71466.0,33.61957,141,7.612991765782251,0,0,0,human(2),0,1,1,1,1,1
1.24358e+18,IranPlateau1,iranplateau1,IRANIAN_PLATEAU1,"Meritocracy and freedom for #IRAN
#Constitutional_monarchy
@PahlaviReza 
#PATRIOT
خواستار ایرانی آزاد، آباد، و شایسته سالار
#براندازم","Meritocracy and freedom for IRAN
 Constitutional_monarchy
 @PahlaviReza 
 PATRIOT
 خواستار ایرانی آزاد، آباد، و شایسته سالار
 براندازم",2020-03-27T16:54:34+00:00,5721.0,3239.0,139337.0,4.0,6171.0,93286.0,93286.0,0.0,5721.0,1835.0,3.117711,1.765123,1.0,False,0.0,True,False,False,False,1.0,0.0,none,84.0,14.0,30.0,0.81457,32.19205,5.0,2.562914,161.1391,779328.0,50.83706,0.0,0.0,6.0,8.0,24.0,0.251656,0.933775,1109.02381,93158.0,47.17881,133,1.7662858907070083,1,1,0,bot(1),1,1,1,1,1,1
291884941.0,Ted_homan1361,ted_homan1361,تد,....,....,2011-05-02T19:30:55+00:00,23398.0,4589.0,690205.0,53.0,6405.0,250214.0,250214.0,0.0,23398.0,5087.0,4.599568,0.902103,1.0,False,0.0,True,False,False,False,0.0,0.0,regular,1.0,0.0,0.0,1.0,17.0,1.0,0.0,1325.0,0.0,49.18695,2.0,2.0,2.0,2.0,2.0,0.0,0.0,250213.0,250213.0,80.0,4,5.098714316844628,0,4,0,human(2),0,1,1,1,1,1
1.04097e+18,HegeI_javan,hegei_javan,قمارباز,به ایران بیاندیشیم. #مجیدرضا_رهنورد #منصوره_سگوند,به ایران بیاندیشیم. مجیدرضا_رهنورد منصوره_سگوند,2018-09-15T14:21:36+00:00,20739.0,3760.0,154400.0,22.0,7131.0,117587.0,117587.0,0.0,20739.0,2394.0,8.662907,1.570593,1.0,False,0.0,False,False,False,False,1.0,0.0,none,161.0,4.0,6.0,1.122807,26.46199,1.0,1.321637,464.1462,344243.8,49.11738,0.0,0.0,3.0,5.0,1.0,0.052632,0.052632,729.2919255,117416.0,113.2047,49,5.515691489361702,0,0,0,human(2),0,1,1,1,1,1
1.49008e+18,Revolution_R_,revolution_r_,👑 🩵𓄂𓆃 𝒔𝒂𝒓𝒂  🩵𓄂𓆃 👑🫡 🇺🇸,#جاویدشاه👑 🩵#مجید_رضا_رهنورد👑🕊️ #کیانوش_سنجری🕊️👑 باشد که این مشعل همواره فروزان بماند. 🩵,جاویدشاه مجید_رضا_رهنورد کیانوش_سنجری باشد که این مشعل همواره فروزان بماند.,2022-02-05T21:52:55+00:00,10912.0,9358.0,69473.0,11.0,13272.0,54658.0,54658.0,0.0,10912.0,1155.0,9.447619,8.102165,1.0,False,0.0,True,False,False,False,1.0,0.0,none,129.0,1.0,8.0,0.957447,21.01418,5.0,1.666667,297.5248,464291.6,47.32294,0.0,0.0,3.0,3.0,4.0,0.035461,0.148936,422.6356589,54520.0,58.07092,88,1.1660611241718315,0,0,0,human(2),0,1,1,1,1,1
1.37028e+18,GhorbaniiNiyak,ghorbaniiniyak,Niyak Ghorbani (نیاک),"An Iranian guest in UK, N.MUSLIM, IT expert, advocate for and fighter towards the downfall of the IR in Iran, Host of the @NasleAkhar podcast. LIE Detests","An Iranian guest in UK, N.MUSLIM, IT expert, advocate for and fighter towards the downfall of the IR in Iran, Host of the @NasleAkhar podcast. LIE Detests",2021-03-12T07:45:18+00:00,50957.0,2367.0,159653.0,117.0,5213.0,69995.0,69995.0,0.0,50957.0,1485.0,34.31448,1.593939,1.0,False,0.0,True,False,False,False,0.0,0.0,none,10.0,0.0,0.0,1.421053,73.73684,2.0,1.0,2090.0,4466910.0,47.13468,0.0,0.0,2.0,4.0,10.0,0.421053,0.947368,6998.5,69985.0,536.0526,154,21.528094634558514,0,0,0,human(2),0,1,1,1,1,1
9.4872e+17,SamanthaIrani,samanthairani,Simin 🎗️,"@OfficialSimin Narrator of overthrowing the IRIran, Inspired by words No #Enemies by Mackay بازگشت #پادشاهی_انتخابی 🔺برای‌تاریخ‌ایرانزمین #فرزندان_پرچم","@OfficialSimin Narrator of overthrowing the IRIran, Inspired by words No Enemies by Mackay بازگشت پادشاهی_انتخابی برای‌تاریخ‌ایرانزمین فرزندان_پرچم",2018-01-04T00:58:10+00:00,43017.0,47.0,281284.0,165.0,4808.0,124056.0,124056.0,0.0,43017.0,2648.0,16.24509,0.017749,1.0,False,0.0,True,False,False,False,1.0,0.0,none,21.0,26.0,342.0,0.04902,19.69608,4.0,2.110294,201.201,540849.6,46.84894,0.0,0.0,8.0,30.0,20.0,0.541667,1.193627,5888.904762,123667.0,44.15441,151,915.2553191489362,0,0,0,human(2),0,1,1,1,1,1
1.21803e+18,tanhatak5112,tanhatak5112,🛸ربات برانداز🛸,ورود #عرزشی_مجاهد_وتجزیه_طلب به این اکانت⛔👉,ورود عرزشی_مجاهد_وتجزیه_طلب به این اکانت,2020-01-17T04:39:35+00:00,11895.0,12647.0,126458.0,6.0,482.0,88789.0,88789.0,0.0,11895.0,1905.0,6.244094,6.638845,1.0,False,0.0,True,False,False,False,1.0,0.0,none,1.0,0.0,2.0,1.0,47.66667,1.0,3.0,165.0,1.333333,46.6084,3.0,3.0,3.0,3.0,2.0,0.0,0.0,88786.0,88786.0,45.0,43,0.9405392583221317,0,4,0,human(2),0,1,1,1,1,1
1.69811e+18,Kolmar_kolmar,kolmar_kolmar,کلمار بلوچے | Kolmar,"مَن چے وَتی ڈیھ ءَ ھَنچو مَزارے پاسپانی کَن‌آں❤️🤍💚

من مثل شیر از سرزمینم محافظت میکنم!!!!🩵

#ایران_نوین","مَن چے وَتی ڈیھ ءَ ھَنچو مَزارے پاسپانی کَن‌آں
 
 من مثل شیر از سرزمینم محافظت میکنم!!!!
 
 ایران_نوین",2023-09-02T22:56:29+00:00,3378.0,1830.0,48098.0,4.0,927.0,27011.0,27011.0,0.0,3378.0,581.0,5.814114,3.149742,1.0,False,0.0,False,False,False,False,1.0,0.0,none,8.0,6.0,5.0,0.7,29.05,4.0,1.7,184.5,1864645.0,46.49053,0.0,0.0,2.0,2.0,2.0,0.25,0.35,3374.0,26992.0,58.05,104,1.8459016393442622,0,0,0,human(2),0,1,1,1,1,1
1.31228e+18,Tanha_5566,tanha_5566,رویای نیمه‌شب,پادشاه   @PahlaviReza,پادشاه @PahlaviReza,2020-10-03T06:47:05+00:00,6413.0,219.0,82323.0,32.0,14640.0,75653.0,75653.0,0.0,6413.0,1645.0,3.89848,0.133131,1.0,False,0.0,True,False,False,False,0.0,0.0,none,7.0,4.0,3.0,0.466667,16.2,3.0,1.866667,270.6667,3010717.0,45.98967,0.0,0.0,3.0,4.0,2.0,0.2,0.2,10805.57143,75639.0,52.8,21,29.28310502283105,0,4,0,human(2),0,1,1,1,1,1
1.55698e+18,hasanakevazir1,hasanakevazir1,ح وزیر 👑,پادشاهی  تمامیت ارضی  سکولاریسم,پادشاهی تمامیت ارضی سکولاریسم,2022-08-09T12:44:22+00:00,7307.0,7986.0,24377.0,2.0,2565.0,43908.0,43908.0,0.0,7307.0,970.0,7.53299,8.23299,1.0,False,0.0,True,False,False,False,0.0,0.0,none,0.0,0.0,11.0,0.642857,19.64286,2.0,1.857143,3.285714,4908556.0,45.26598,0.0,0.0,4.0,4.0,4.0,0.785714,1.285714,43897.0,43897.0,0.071429,31,0.9149762083646381,0,1,0,human(2),0,1,1,1,1,1
1.64733e+18,atheistcyrus,atheistcyrus,سیروس پارسا,وبلاگنویس سابق، راوی وفادار به حقیقت. ایران هرگز نخواهد مُرد,وبلاگنویس سابق، راوی وفادار به حقیقت. ایران هرگز نخواهد مُرد,2023-04-15T20:15:35+00:00,11092.0,187.0,59158.0,34.0,2903.0,32452.0,32452.0,0.0,11092.0,721.0,15.38419,0.259362,1.0,False,0.0,False,False,False,False,0.0,0.0,none,57.0,13.0,8.0,0.974359,37.5641,2.0,2.25641,317.859,550191.9,45.00971,0.0,0.0,3.0,3.0,1.0,0.089744,0.115385,567.9649123,32374.0,51.85897,60,59.31550802139037,0,0,0,human(2),0,1,1,1,1,1
1.63122e+18,IMbeatreas,imbeatreas,بئاتریس 𓃬☼,"«در این لحظات تاریخی بگذارید همه با هم به ایران فکر کنیم» 
#جاویدشاه","«در این لحظات تاریخی بگذارید همه با هم به ایران فکر کنیم» 
 جاویدشاه",2023-03-02T09:09:11+00:00,9542.0,3523.0,128226.0,16.0,3833.0,34329.0,34329.0,0.0,9542.0,765.0,12.4732,4.605229,1.0,False,0.0,False,False,False,False,1.0,0.0,none,149.0,28.0,3.0,1.035176,20.76884,2.0,1.59799,1017.709,277926.6,44.87451,0.0,0.0,3.0,9.0,20.0,0.055276,0.065327,229.1879195,34149.0,139.7839,68,2.708487084870849,0,0,0,human(2),0,1,1,1,1,1
1.52047e+18,nafasjan903269,nafasjan903269,🇮🇷مائده رضوی 🇮🇷,"گفتم کجا گفتا به خون...🥀
انقلابیِ پیرو ولایت🇮🇷

(اکانت دوم)
عاشق مبارزه با دشمن آل علی (ع)","گفتم کجا گفتا به خون...
 انقلابیِ پیرو ولایت
 
 (اکانت دوم)
 عاشق مبارزه با دشمن آل علی (ع)",2022-04-30T18:39:40+00:00,8922.0,8284.0,81536.0,6.0,6581.0,48053.0,48053.0,0.0,8922.0,1071.0,8.330532,7.734827,1.0,False,0.0,True,False,False,False,0.0,0.0,none,0.0,0.0,1.0,1.0,10.0,1.0,1.0,4.0,0.0,44.86741,1.0,1.0,1.0,1.0,1.0,1.0,1.0,48052.0,48052.0,0.0,90,1.0770159343312409,0,6,0,human(2),0,1,1,1,1,1
1.2562e+18,irandokht_20,irandokht_20,🆘️🏳️‍🌈☀️👑afsoon💙iraniii👑☀️,"ورود عرزشی، بسیجی، مجاهد، ری استارت🚫 

#پادشاهی_خواهم 💙

#براندازم 

( اکانت سوم )","ورود عرزشی، بسیجی، مجاهد، ری استارت 
 
 پادشاهی_خواهم 
 
 براندازم 
 
 ( اکانت سوم )",2020-05-01T12:33:06+00:00,9707.0,3127.0,114250.0,14.0,1846.0,79938.0,79938.0,0.0,9707.0,1800.0,5.392778,1.737222,1.0,False,0.0,True,False,False,False,1.0,0.0,none,29.0,3.0,1.0,0.969697,24.0,2.0,1.969697,238.1212,968891.4,44.41,0.0,0.0,1.0,2.0,1.0,0.060606,0.242424,2755.344828,79905.0,65.06061,82,3.1042532779021426,0,2,0,human(2),0,1,1,1,1,1
7.97159e+17,tanhayektiger,tanhayektiger,TIGER,,,2016-11-11T19:29:37+00:00,20550.0,242.0,196786.0,33.0,7194.0,134938.0,134938.0,0.0,20550.0,3067.0,6.700359,0.078904,1.0,False,0.0,True,False,False,False,0.0,0.0,none,62.0,6.0,10.0,0.9,22.7875,3.0,1.825,384.775,644756.0,43.99674,0.0,0.0,2.0,3.0,3.0,0.0875,0.1375,2175.16129,134860.0,71.825,0,84.91735537190083,0,0,0,human(2),0,1,1,0,1,1
2871004738.0,PanteaPeyvandi,panteapeyvandi,Pantea Peyvandi 🇮🇱 💚🦁☀️ ❤️,"Iranian-Canadian, General Practitioner, Political activist for Democratic Iran with HIM #KingRezaPahlavi, Conservative, Monarchist  👑","Iranian-Canadian, General Practitioner, Political activist for Democratic Iran with HIM KingRezaPahlavi, Conservative, Monarchist",2014-11-10T18:43:49+00:00,34030.0,791.0,374119.0,56.0,2620.0,165170.0,165170.0,0.0,34030.0,3799.0,8.95762,0.208213,1.0,False,0.0,True,False,False,False,1.0,0.0,none,44.0,97.0,32.0,0.236994,22.16185,2.0,1.312139,535.5434,351528.8,43.47723,0.0,0.0,5.0,8.0,2.0,0.16185,0.352601,3749.931818,164997.0,95.0,133,43.02149178255373,0,0,0,human(2),0,1,1,1,1,1
1189752218.0,Cilia1919,cilia1919,🍃👑 بابوشکا,🥁ایران را پس میگیریم 🥁,ایران را پس میگیریم,2013-02-17T14:52:38+00:00,15304.0,5098.0,326257.0,15.0,12056.0,192517.0,192517.0,0.0,15304.0,4430.0,3.454628,1.15079,1.0,False,0.0,True,False,False,False,0.0,0.0,none,77.0,9.0,3.0,0.855556,21.81111,4.0,1.411111,270.8,1073360.0,43.45756,0.0,0.0,2.0,4.0,2.0,0.022222,0.022222,2499.064935,192428.0,60.97778,22,3.001961553550412,0,4,0,human(2),0,1,1,1,1,1
9.98289e+17,ordinaryman1980,ordinaryman1980,ordinary man,دریغا عشق،  که شد و باز نیامد,دریغا عشق، که شد و باز نیامد,2018-05-20T19:47:23+00:00,21219.0,1548.0,209013.0,59.0,7502.0,106630.0,106630.0,0.0,21219.0,2512.0,8.447054,0.616242,1.0,False,0.0,True,False,False,False,0.0,0.0,none,28.0,2.0,1.0,1.064516,37.3871,1.0,1.290323,545.6452,2666100.0,42.44825,0.0,0.0,2.0,2.0,1.0,0.064516,0.064516,3807.107143,106599.0,122.9355,29,13.707364341085272,0,4,0,human(2),0,1,1,1,1,1
1.28407e+18,aryaieeasil,aryaieeasil,Hny,My country = my love.ورود چپول👉تجزیه و مجاهد⛔️ پان ترک📛 همه اقوام💜ایران زیر یک پرچم...دنبال حقیقت …پنیر مفت تو تله موشه…تک تکتون برام با ارزشین 🔆 پی وی ⛔️,My country = my love.ورود چپولتجزیه و مجاهد پان ترک همه اقوامایران زیر یک پرچم...دنبال حقیقت …پنیر مفت تو تله موشه…تک تکتون برام با ارزشین پی وی,2020-07-17T10:12:41+00:00,3648.0,1909.0,90992.0,3.0,3457.0,72780.0,72780.0,0.0,3648.0,1723.0,2.117237,1.107951,1.0,False,0.0,True,False,False,False,0.0,0.0,none,36.0,0.0,8.0,0.75,20.84615,2.0,1.538462,562.3077,1049122.0,42.24028,0.0,0.0,4.0,4.0,9.0,0.192308,0.192308,2020.444444,72736.0,71.67308,154,1.9109481403876376,0,0,0,human(2),0,1,1,1,1,1
1.6139e+18,Ario1401,ario1401,Ario 𓄂✺ ||,نور بر تاریکی پیروز است @PahlaviReza,نور بر تاریکی پیروز است @PahlaviReza,2023-01-13T14:21:24+00:00,22800.0,1533.0,42490.0,35.0,4077.0,33922.0,33922.0,0.0,22800.0,813.0,28.04428,1.885609,1.0,False,0.0,False,False,False,False,0.0,0.0,none,123.0,20.0,8.0,0.815642,25.72626,5.0,1.301676,2569.168,245725.4,41.72448,0.0,0.0,4.0,10.0,29.0,0.145251,0.217877,274.5609756,33771.0,335.1453,36,14.87279843444227,0,4,0,human(2),0,1,1,1,1,1
1196864822.0,Nasrinrose1,nasrinrose1,Nasrin 👑,💖 پهلوی💖,پهلوی,2013-02-19T12:01:45+00:00,5784.0,4023.0,505766.0,16.0,6711.0,181896.0,181896.0,0.0,5784.0,4428.0,1.306233,0.908537,1.0,False,0.0,True,False,False,False,0.0,0.0,none,1.0,0.0,1.0,0.5,9.0,2.0,2.0,76.0,32135088.0,41.07859,0.0,0.0,1.0,1.0,1.0,0.5,0.5,181894.0,181894.0,13.5,8,1.4377330350484714,0,1,0,human(2),0,1,1,1,1,1
1555561052.0,PMOIRAN,pmoiran,سازمان مجاهدین خلق ایران,#مجاهدین در پی جایگزین کردن دیکتاتوری دینی #ایران با دولتی دموکراتیک، مبتنی بر جدایی دین از دولت هستند که به آزادیهای فردی و تساوی زن و مرد احترام میگذارد,مجاهدین در پی جایگزین کردن دیکتاتوری دینی ایران با دولتی دموکراتیک، مبتنی بر جدایی دین از دولت هستند که به آزادیهای فردی و تساوی زن و مرد احترام میگذارد,2013-06-29T12:23:31+00:00,36964.0,1.0,3977.0,323.0,66295.0,176524.0,176524.0,0.0,36964.0,4298.0,8.600279,0.000233,1.0,False,0.0,True,False,False,False,1.0,0.0,none,2.0,0.0,0.0,1.0,28.33333,1.0,2.666667,439.3333,48694613.0,41.0712,0.0,0.0,2.0,2.0,2.0,0.0,0.0,88261.0,176522.0,403.3333,154,36964.0,0,0,0,bot(1),1,1,1,1,1,1
1.0294e+18,kharmagas_UK,kharmagas_uk,خرمگس,نه بر اشتری سوارم، نه چو خر به زیر بارم. نه خداوند رعیت، نه غلام شهریارم. ایرانی، ساکن غربت، دوستدار آماتور تاریخ، فرهنگ و فلسفه,نه بر اشتری سوارم، نه چو خر به زیر بارم. نه خداوند رعیت، نه غلام شهریارم. ایرانی، ساکن غربت، دوستدار آماتور تاریخ، فرهنگ و فلسفه,2018-08-14T15:56:31+00:00,16948.0,955.0,169404.0,97.0,4750.0,98357.0,98357.0,0.0,16948.0,2426.0,6.985985,0.393652,0.0,False,0.0,True,False,False,False,0.0,0.0,none,1.0,1.0,0.0,1.0,9.0,1.0,1.0,121.0,29705044.0,40.54287,0.0,0.0,1.0,1.0,1.0,0.0,0.0,98355.0,98355.0,0.5,128,17.746596858638743,0,0,0,human(2),0,1,1,1,1,1
1.00107e+18,baran_mehr36,baran_mehr36,باران ➰💙👑#پیمان_نوین👑👑👑👑👑👑👑👑👑👑👑👑👑👑,"ما بسیاریم 
همه با هم با پیام #پیمان_نوین با اتحاد و همبستگی برای روزهای بهترزنده باد خاندان پهلوی 🌹فقط پادشاهی خواهان فالو میشوند👑🌹","ما بسیاریم 
 همه با هم با پیام پیمان_نوین با اتحاد و همبستگی برای روزهای بهترزنده باد خاندان پهلوی فقط پادشاهی خواهان فالو میشوند",2018-05-28T11:59:48+00:00,3283.0,2292.0,113753.0,4.0,2142.0,101496.0,101496.0,0.0,3283.0,2504.0,1.311102,0.915335,1.0,False,0.0,True,False,False,False,1.0,0.0,none,1.0,0.0,6.0,0.285714,10.42857,2.0,1.857143,10.85714,11717812.0,40.53355,0.0,0.0,6.0,6.0,1.0,0.0,1.857143,101489.0,101489.0,2.857143,132,1.432373472949389,0,2,0,bot(1),1,1,1,1,1,1
1.53568e+18,AriaVatanpour,ariavatanpour,ARIA🇦🇺🎗,"Army veteran, former bell214 pilot of Hovaniroz Iran, now the air support of Sydney Coast Guard 🇦🇺    Soldier of #KingRezaPahlavi","Army veteran, former bell214 pilot of Hovaniroz Iran, now the air support of Sydney Coast Guard Soldier of KingRezaPahlavi",2022-06-11T17:40:28+00:00,3746.0,2916.0,147242.0,2.0,3080.0,41702.0,41702.0,0.0,3746.0,1029.0,3.640428,2.833819,1.0,False,0.0,True,False,False,False,1.0,1.0,none,36.0,28.0,9.0,0.934211,25.60526,2.0,2.302632,108.1974,752200.4,40.52672,0.0,0.0,2.0,5.0,4.0,0.460526,0.644737,1156.361111,41629.0,41.67105,129,1.284636488340192,0,0,0,human(2),0,1,1,1,1,1
1.73577e+18,Ervin_dearcelo2,ervin_dearcelo2,"شماره ۲‌ Dearcelo,Ervin",مهندس غیر هسته‌گی،شاغل در زمینه انرژی.هیدروژئولوژیست.اکانت دوم،اینجا بدون سانسور خویشتن.ممنون که اینم فالو میکنید.,مهندس غیر هسته‌گی،شاغل در زمینه انرژی.هیدروژئولوژیست.اکانت دوم،اینجا بدون سانسور خویشتن.ممنون که اینم فالو میکنید.,2023-12-15T21:11:17+00:00,12679.0,935.0,207522.0,16.0,1912.0,19264.0,19264.0,0.0,12679.0,477.0,26.58071,1.960168,1.0,False,0.0,False,False,False,False,0.0,0.0,none,0.0,0.0,3.0,0.666667,18.0,3.0,0.333333,595.3333,749123.7,40.38574,0.0,0.0,1.0,1.0,1.0,0.0,0.666667,19261.0,19261.0,41.66667,114,13.560427807486631,1,1,0,human(2),0,1,1,1,1,1
1.46544e+18,dariush2023,dariush2023,Dariush.s,❤️🌹جاوید شاه 🌹❤️ ورود عرزشی تجزیه طلب ممنوع,جاوید شاه ورود عرزشی تجزیه طلب ممنوع,2021-11-29T21:50:56+00:00,4791.0,3050.0,42131.0,6.0,69.0,48452.0,48452.0,0.0,4791.0,1223.0,3.917416,2.493868,1.0,False,0.0,False,False,False,False,0.0,0.0,none,0.0,49.0,0.0,0.0,4.230769,3.0,1.057692,0.692308,83263.94,39.61733,0.0,0.0,7.0,11.0,4.0,0.0,0.0,48403.0,48403.0,0.423077,43,1.5708196721311476,0,4,0,bot(1),1,1,1,1,1,1
1.58581e+18,nastaran8888,nastaran8888,👑Farah8888👑,"#KingRezaPahlavi 👑
#جاویدشاه 👑","KingRezaPahlavi 
 جاویدشاه",2022-10-28T01:48:24+00:00,5161.0,5678.0,51205.0,1.0,1203.0,34279.0,34279.0,0.0,5161.0,890.0,5.798876,6.379775,1.0,False,0.0,True,False,False,False,1.0,0.0,none,3.0,14.0,0.0,0.941176,19.52941,1.0,1.823529,145.7059,1641728.0,38.51573,0.0,0.0,2.0,2.0,1.0,0.0,0.0,11420.66667,34262.0,50.47059,30,0.9089468122578372,4,4,0,bot(1),1,1,1,1,1,1
1.3714e+18,Saeed48920740,saeed48920740,Saeed,ورود عرزشی ممنوع⛔,ورود عرزشی ممنوع,2021-03-15T09:40:23+00:00,3119.0,2699.0,64716.0,4.0,4627.0,56893.0,56893.0,0.0,3119.0,1482.0,2.104588,1.821188,1.0,False,0.0,False,False,False,False,0.0,0.0,none,2.0,0.0,1.0,0.666667,8.0,2.0,0.666667,8.333333,2173024.0,38.38934,0.0,0.0,1.0,1.0,1.0,0.333333,0.333333,28445.0,56890.0,0.333333,17,1.1556131900703965,0,8,0,bot(1),1,1,1,1,1,1
8.15189e+17,gh0lch0magh,gh0lch0magh,OuriapA,دارای اسبی مرده و اصلی پير و پژمرده🥀,دارای اسبی مرده و اصلی پير و پژمرده,2016-12-31T13:32:57+00:00,68631.0,354.0,185070.0,116.0,6230.0,114388.0,114388.0,0.0,68631.0,3017.0,22.74809,0.117335,1.0,False,0.0,False,False,False,False,0.0,0.0,none,1.0,0.0,0.0,1.0,15.0,1.0,1.0,1417.0,0.0,37.91448,2.0,2.0,2.0,2.0,2.0,0.0,0.0,114387.0,114387.0,192.0,36,193.8728813559322,0,2,0,human(2),0,1,1,1,1,1
1.61685e+18,iranzad_98,iranzad_98,بیداری,"👑 چو ایران نباشد تن من مباد 
  بدین بوم و بر زنده یک تن مباد 
با افتخار و تا ابدیت سرباز شاهنشاهی سلسله پهلوی 
و پاسدار تمامیت ارضی ایرانزمین👑","چو ایران نباشد تن من مباد 
  بدین بوم و بر زنده یک تن مباد 
 با افتخار و تا ابدیت سرباز شاهنشاهی سلسله پهلوی 
 و پاسدار تمامیت ارضی ایرانزمین",2023-01-21T17:20:43+00:00,4239.0,3060.0,52837.0,1.0,298.0,30176.0,30176.0,0.0,4239.0,805.0,5.265839,3.801242,1.0,False,0.0,False,False,False,False,0.0,0.0,none,4.0,0.0,9.0,0.428571,23.5,2.0,1.857143,1.5,259171.1,37.48571,0.0,0.0,2.0,4.0,2.0,0.5,2.642857,7540.75,30163.0,0.0,142,1.3852941176470588,0,2,0,bot(1),1,1,1,1,1,1
9.94335e+17,Nationalist101,nationalist101,Azad,راه من راه رضاشاه بزرگ و شاهنشاه آریامهر محمدرضا شاه است.,راه من راه رضاشاه بزرگ و شاهنشاه آریامهر محمدرضا شاه است.,2018-05-09T21:56:33+00:00,23286.0,696.0,150422.0,45.0,2922.0,94255.0,94255.0,0.0,23286.0,2523.0,9.229489,0.275862,1.0,False,0.0,True,False,False,False,0.0,0.0,none,18.0,1.0,1.0,0.619048,26.95238,1.0,1.190476,598.3333,4527841.0,37.3583,0.0,0.0,2.0,2.0,2.0,0.047619,0.047619,5235.277778,94235.0,148.2381,57,33.456896551724135,0,3,0,bot(1),1,1,1,1,1,1
9.01379e+17,Asadi222Mehrdad,asadi222mehrdad,Mehrdad Asadii,#رستاخیز_مشروطه_ایران,رستاخیز_مشروطه_ایران,2017-08-26T09:40:42+00:00,15096.0,2368.0,221671.0,25.0,3088.0,103032.0,103032.0,0.0,15096.0,2779.0,5.43217,0.852105,1.0,False,0.0,True,False,False,False,1.0,0.0,none,17.0,2.0,3.0,0.818182,18.77273,1.0,1.636364,307.0,1349708.0,37.07521,0.0,0.0,2.0,4.0,1.0,0.136364,0.5,6059.411765,103010.0,75.5,21,6.375,0,3,0,human(2),0,1,1,1,1,1
