train_loss,val_loss
3.2204215867178783,0.7109877109527588
1.9383033003125871,0.7143586158752442
1.4030550633158003,0.9172903656959533
1.291520425251552,0.7732470452785491
1.051139499459948,0.6925442457199097
1.1228067874908447,0.9434302806854248
0.8917142720449538,0.6443424582481384
0.8308715139116559,0.6625670790672302
0.8443529407183329,0.6849912881851197
0.7190792929558527,0.6413252949714661
0.7304143196060544,0.6922014653682709
0.7525966706730071,0.6387649357318879
0.6618386180627913,0.6274989247322083
0.7044596743016016,0.6260404288768768
0.6572396811984834,0.6382452726364136
0.6630310402030036,0.6285475611686706
0.6192911352430072,0.6212607979774475
0.6130689708959489,0.6191761136054993
0.6559223816508338,0.6040887653827667
0.6420781569821494,0.5973703980445861
0.6268184241794404,0.6019084930419922
0.5844507132257734,0.5990695536136628
0.6119749063537234,0.5965515553951264
0.5935059913567134,0.5935992896556854
0.5999263425668081,0.5917417824268341
0.6114557357061476,0.5967399716377259
0.6069109993321555,0.5960778295993805
0.5918115718024117,0.591023987531662
0.5622160193466005,0.5850622594356537
0.5972532488050915,0.5929871320724487
0.5950239740666889,0.5909988939762115
0.5819428506351653,0.5884893000125885
0.5671220407599494,0.5814059257507325
0.5677779089836847,0.5812077462673187
0.5632072545233227,0.5953034043312073
0.5623352924982706,0.5816636562347413
0.5436834352357047,0.5764126002788543
0.5535459802264259,0.5806369125843048
0.5569985721792493,0.5773374676704407
0.5363562816665286,0.6054958701133728
0.5520963129543123,0.6033840417861939
0.522066117752166,0.5767095386981964
0.5400536627996535,0.5732366263866424
0.55130925206911,0.5828338861465454
0.5539309680461884,0.5833974242210388
0.5252297151656378,0.5818178057670593
0.5080426519825345,0.5743335962295533
0.5008174734456199,0.6034238755702972
0.5339905690579188,0.5754292428493499
0.5006066262722015,0.588506430387497
0.5297183862754277,0.5735718011856079
0.49447475444702876,0.6017236709594727
0.5098180770874023,0.5823336064815521
0.5167320498398372,0.5858849287033081
0.5025935158843086,0.5760398864746094
0.5109691619873047,0.5852421402931214
0.4887120766299112,0.593696928024292
0.472226361433665,0.5910918712615967
0.48776760129701524,0.622684097290039
0.4809874707744235,0.5838383376598358
0.4892037950810932,0.5857162833213806
0.4755012620063055,0.596948504447937
0.43884447784650893,0.6006142497062683
0.44344927228632425,0.6432864189147949
0.45134499243327547,0.5781544327735901
0.44743632276852924,0.6163778841495514
0.4629147116627012,0.6047747552394866
0.4262362136727288,0.6426004707813263
