epoch,train_loss,val_loss
1,0.6916483016241164,0.6628577232360839
2,0.6588304241498312,0.6330725073814392
3,0.6338851281574794,0.6087214946746826
4,0.60057741971243,0.5937335789203644
5,0.5822157760461172,0.5869363725185395
6,0.5614828637668065,0.586609160900116
7,0.5507182663395291,0.5889963924884796
8,0.5448567001592546,0.5833800494670868
9,0.5208496919700077,0.5832865715026856
10,0.5240676119214013,0.5805533707141877
11,0.5112411379814148,0.6060544013977051
12,0.49120057054928373,0.6027162551879883
13,0.4809087280716215,0.6091075956821441
14,0.45088459906123934,0.6366106569766998
15,0.4531159173874628,0.6245332181453704
16,0.4261094005334945,0.6461817145347595
17,0.42377201432273504,0.6556722462177277
18,0.39679624636967975,0.6667554199695587
19,0.437769326425734,0.6784268677234649
20,0.40047829420793624,0.7690173387527466
21,0.4208657117117019,0.6723996102809906
22,0.39038594847633723,0.7196584463119506
23,0.3790343701839447,0.7105009078979492
24,0.3702586470615296,0.7649750053882599
25,0.34425748884677887,0.7790426850318909
26,0.362862752307029,0.7291876375675201
27,0.3490113339253834,0.7185709536075592
28,0.34480318143254235,0.7800555795431137
29,0.32416117900893804,0.7619953274726867
30,0.3076248381819044,0.84266477227211
31,0.29692548229580834,0.8117183387279511
32,0.31336239051251186,0.8189781725406646
33,0.29278844062771114,0.8200554966926574
34,0.2920273897193727,0.8760748088359833
35,0.26928074196690605,0.9330153107643128
36,0.2946567946956271,0.9395367205142975
37,0.31410988455726985,0.8954394698143006
38,0.28034782267752145,0.9978758752346039
39,0.27110013862450916,0.9790846824645996
40,0.30056097145591465,1.0142322331666946
41,0.2518479270594461,0.9648567527532578
42,0.2362717507140977,0.9966233938932418
43,0.2727045732594672,0.9156345427036285
44,0.2774558109896524,0.9729017376899719
45,0.25926954121816725,0.9181314587593079
46,0.22226581474145254,1.0454762041568757
47,0.232914465878691,0.9456584095954895
48,0.21698086105641864,1.0813172429800033
49,0.23055328269089972,1.0517829596996306
50,0.23890845974286398,0.9772087097167969
51,0.22745651503403982,1.073148387670517
52,0.18983179933968045,1.241263246536255
53,0.1995741143113091,1.1679922431707381
54,0.20738042287883304,1.080427274107933
55,0.19068764859721773,1.087159091234207
56,0.21988920441695622,1.1699697136878968
57,0.22604252788282575,1.1923933237791062
58,0.18643658927508763,1.1960388362407683
59,0.2053676728336584,1.1582804173231125
60,0.2146201939100311,1.2396352559328079
61,0.205430649575733,1.1677374988794327
62,0.164305074938706,1.2634780794382094
63,0.16820066457703,1.1930224299430847
64,0.15088680439761706,1.2452444344758988
65,0.17763501015447436,1.2797007620334626
66,0.16059806446234384,1.3469647586345672
67,0.21339733863160723,1.2211315870285033
68,0.16992229436125075,1.240869191288948
69,0.16830477295886903,1.326777198910713
70,0.1371913193946793,1.2860438406467438
71,0.16737982790384973,1.3585114538669587
72,0.17208306172064372,1.2894599825143813
73,0.1943484612164043,1.2074439257383347
74,0.14766592780749002,1.2737743973731994
75,0.13378240611581577,1.2665828973054887
76,0.14126686574447722,1.3159424751996993
77,0.13507415567125594,1.2866724610328675
78,0.13964722092662538,1.4363651067018508
79,0.15936909314422382,1.6411910846829414
80,0.1465412543288299,1.522295245528221
81,0.12563591814112096,1.424286127090454
82,0.12134766685111183,1.340851441025734
83,0.13246042463218882,1.3010359495878219
84,0.1307603143865154,1.240184473991394
85,0.12996805104471387,1.3357181668281555
86,0.13323087493578592,1.3946042835712433
87,0.1126249482234319,1.349749457836151
88,0.1126434336460772,1.4879730552434922
89,0.1436563224664756,1.497709286212921
90,0.11875896275575672,1.6371931612491608
91,0.14352352438228472,1.5142452031373979
92,0.12954301209676833,1.618390890955925
93,0.10249741038396246,1.4821461230516433
94,0.09156950758326621,1.629794505238533
95,0.09198442261133875,1.910688166320324
96,0.12737473100423813,1.629620124399662
97,0.12618912126691567,1.7693464934825898
98,0.11377858805159728,1.8477251827716827
99,0.12201872130944616,1.770354014635086
100,0.09264573689904951,1.7194755584001542
101,0.12517398427284898,1.522317710518837
102,0.10792545787990093,1.6234673023223878
103,0.0998460261949471,1.698098362982273
104,0.09474023741980393,1.6696366131305695
105,0.1103790666730631,1.65946044921875
106,0.0962701446953274,1.9039452493190765
107,0.094051882358534,1.6361282408237456
108,0.09919954259835538,1.5698485583066941
109,0.10809054722388585,1.5467790484428405
110,0.0962869795482783,1.8119761377573014
111,0.10083527370755162,1.7903689235448836
112,0.0735769115743183,1.6320750325918199
113,0.09308504996200402,1.6342076003551482
114,0.07839625018338363,1.9475034117698669
115,0.09283125152190526,1.7833306401968003
116,0.07352540495672397,1.8162516981363297
117,0.06263737877209981,1.92030271589756
118,0.0681264168095021,2.0846596390008925
119,0.08933311310552415,2.1548223003745077
120,0.09557888523808547,1.789560228586197
121,0.11524890545046046,1.7993454426527022
122,0.06939623252089534,2.0342245414853095
123,0.13073044860114655,1.8121265292167663
124,0.09610395426196712,1.8587361186742783
125,0.08338520879901591,1.688947755098343
126,0.08145491184578055,1.6023951590061187
127,0.10738283227242175,1.7587285071611405
128,0.07312241362939988,1.976701757311821
129,0.08453533776281845,1.8091705918312073
130,0.07041608018889314,2.2220033705234528
131,0.08626311352210385,1.940686497092247
132,0.08461031082662798,1.7955053061246873
133,0.07785098937650521,1.8996088236570359
134,0.07140842133334704,2.084287613630295
135,0.06542373892097246,2.160257193446159
136,0.06304321362681332,2.2055088460445402
137,0.04591710883237067,2.3293396115303038
138,0.07130395496884982,2.4389417469501495
139,0.08285177740756244,1.984470248222351
140,0.07499993969464586,1.9023204624652863
141,0.06107724763985191,2.093874657154083
142,0.0722452634058538,1.8288681387901307
143,0.06616257033532574,2.1443969309329987
144,0.0766380959234777,2.271802896261215
145,0.06603879144503957,1.9591975897550582
146,0.07454201989319353,2.1498099625110627
147,0.0857796488063676,1.8341863632202149
148,0.0621138388911883,2.1082548648118973
149,0.04815304305936609,2.2505533695220947
150,0.045192111061797255,2.2319500863552095
151,0.043604680603103976,2.2145026594400408
152,0.06605742080137134,2.0528037548065186
153,0.06723538231814191,2.115955877304077
154,0.07049421482675132,1.881571140885353
155,0.059786424085143064,2.304833489656448
156,0.05464541637116954,2.1027702391147614
157,0.08627343009270373,1.8890575647354126
158,0.056593243830970356,2.1122206449508667
159,0.03357996808231941,2.261716106534004
160,0.05755738306435801,1.911961853504181
161,0.080238712508054,2.066282367706299
162,0.05877398451169332,2.181783828139305
163,0.07262314665353015,2.249785003066063
164,0.05816101389271872,2.533086058497429
165,0.05449875599394242,2.2649622350931167
166,0.06225540457914273,2.196330949664116
167,0.06206448715446251,2.255878207087517
168,0.06272159687553842,2.116337940096855
169,0.05332303690236239,2.2301116973161696
170,0.07323992301133417,2.183972528576851
171,0.07429304732275861,2.052438050508499
172,0.04889855556012619,2.188280940055847
173,0.07198670071860154,2.113136902451515
174,0.08255699019701708,1.9673995107412339
175,0.053962268822249915,2.240712045133114
176,0.06556815654039383,2.3187403470277785
177,0.0586527469789698,2.260527342557907
178,0.06167548474678326,2.293579049408436
179,0.0631825149147993,1.8885715842247008
180,0.04867310817575171,2.0789667785167696
181,0.048579355147445484,2.1998010516166686
182,0.04181957096304922,2.132345476746559
183,0.05361844767772016,2.3314009070396424
184,0.04167203720481623,2.3052294164896012
185,0.03601788022067575,2.270738434791565
186,0.03404164195637263,2.6048704743385316
187,0.04125044196622357,2.522967228293419
188,0.06038790324791556,2.136843752861023
189,0.06493230465622175,2.633499875664711
190,0.044272056836191384,2.6119764164090156
191,0.04722514555656484,2.515335538983345
192,0.04416006168217531,2.5889661468565466
193,0.06384173216342572,2.5435958042740823
194,0.07179921182493369,2.5299726143479346
195,0.04911734784642855,2.2659013897180555
196,0.049257683634225814,2.3853192061185835
197,0.03550622441495458,2.360861745476723
198,0.03333041114023044,2.6565419316291807
199,0.04407648012662927,2.746329802274704
200,0.05676481462571593,2.160135251283646
